--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
 wonhunu?                	 wonhunu?                	0.2462
 wɔantumi                	 wɔantumi                	0.8829
 hwɛeɛ                   	 hwɛeɛ                   	0.8691
 Soroastafo              	 Soroastafo              	0.7910
 wammu                   	 wammu                   	0.4945
 yetuu                   	 yetuu                   	0.5258
 ɔonsisiting             	 ɔonsisiting             	0.5865
 ɔtia                    	 ɔtia                    	0.9873
 afotufo                 	 afotufo                 	0.6162
 Kasɛt                   	 Kasɛt                   	0.6829
 Brass                   	 Brass                   	0.9845
 Enkyklopaidikon         	 Enkyklopaidikon         	0.0986
 asisifoɔ.               	 asisifoɔ.               	0.7926
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 wɔbɛdie                 	 wɔbɛdie                 	0.3644
 nyame!                  	 nyame!                  	0.9721
 rekɔsaw                 	 rekɔsaw                 	0.4796
 duruu                   	 duruu                   	0.6831
 monnue!                 	 monnue!                 	0.7959
 Wɔbam                   	 Wɔbam                   	0.4499
 domain                  	 domain                  	0.4921
 Riga                    	 Riga                    	0.3914
 nimdefoɔ                	 nimdefoɔ                	0.5504
 wsere                   	 wsere                   	0.8831
 wansie                  	 wansie                  	0.9977
 wɔsɔɔ                   	 wɔsɔɔ                   	0.6056
 nkanyan                 	 nkanyan                 	0.5252
 bɛt                     	 bɛt                     	0.8149
 TENABEA                 	 TENABEA                 	0.6478
 tom                     	 tom                     	0.9942
 wonko                   	 wonko                   	0.9826
 loukomia                	 loukomia                	0.5543
 Obeng                   	 Obeng                   	0.9762
 MPNSMPNSNMU             	 MPNSMPNSNMU             	0.3637
 Superstar               	 Superstar               	0.7136
 woremmɛto               	 woremmɛto               	0.2781
 Studios                 	 Studios                 	0.8928
 Goffman                 	 Goffman                 	0.8285
 moment                  	 moment                  	0.6986
 eei!                    	 eei!                    	0.9685
 Ard                     	 Ard                     	0.5119
 wapoma                  	 wupoma                  	0.4189
 Woade                   	 Woade                   	0.7793
 Farao.                  	 Farao.                  	0.9485
 para                    	 para                    	0.7149
 WOTUMI                  	 WOTUMI                  	0.5903
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 ɔrekɔdome               	 ɔrekɔdome               	0.8422
 mmɛ.                    	 mmɛ.                    	0.8574
 wɔkyekyem               	 wɔkyekyem               	0.6244
 wɔreporow               	 wɔreporow               	0.3984
 Woahu                   	 Woahu                   	0.7023
 ɔrekɔkyere              	 ɔrekɔkyere              	0.7455
 asraafo                 	 asraafo                 	0.9503
 A.Y.B                   	 A.Y.B                   	0.2052
 Nketia                  	 Nketia                  	0.8609
 Prophylaxis             	 Prophylaxis             	0.3346
 yhunu                   	 yhunu                   	0.5270
 dengue                  	 dengue                  	0.9604
 Ynyaa                   	 Ynyaa                   	0.6208
 laek                    	 laek                    	0.9735
 amudie                  	 amudie                  	0.8936
 bnkor                   	 bnkor                   	0.7144
 du.                     	 du.                     	0.4366
 ZANKER                  	 ZANKER                  	0.9529
 Lade                    	 Lade                    	0.5863
 nkamisaa                	 nkamisaa                	0.6517
 Su                      	 Su                      	0.6853
 Arlaɔɔhi                	 Ardaɔɔhi                	0.4477
 Mirifi                  	 Mirifi                  	0.4895
 ahufoɔ                  	 ahufoɔ                  	0.8985
 akyɛre.                 	 akyɛre.                 	0.7813
 Kala                    	 Kala                    	0.9355
 paanootofoɔ             	 paanootofoɔ             	0.4385
 okyidifoɔ               	 okyidifoɔ               	0.6500
 monkanee                	 monkanee                	0.6278
 yɛhare                  	 yɛhare                  	0.6250
 wanguan                 	 wanguan                 	0.9353
 adɛfɛdɛfɛ               	 adɛfɛdɛfɛ               	0.3906
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 HUABI                   	 HUABI                   	0.9947
 afe                     	 afe                     	0.6426
 Rawlings                	 Rawdings                	0.4387
 Annamma                 	 Annamma                 	0.2500
 asutene                 	 asutene                 	0.9969
 kyi.                    	 kyi.                    	0.8573
 adeyɛni                 	 adeyɛni                 	0.4686
 worebedidi              	 worebedidi              	0.6237
 Illustrierte            	 Pustrierte              	0.0352
 WɔABU                   	 WɔABU                   	0.6741
 Bullying                	 Bullying                	0.5583
 Nyinyanyinya            	 Nyinyanyinya            	0.9399
 nkyerɛkyerɛ             	 nkyerɛkyerɛ             	0.3078
 Lollardfo               	 Lollardfo               	0.7553
 Romosa                  	 Romosa                  	0.9516
 Amaniampɔn              	 Amoniampɔn              	0.0426
 Balamon                 	 Balamon                 	0.9912
 Silpa                   	 Silpa                   	0.5912
 yenhyia                 	 yenhyia                 	0.3566
 wɔbɛsew                 	 wɔbɛsew                 	0.3940
 Mihia                   	 Mihia                   	0.9779
 ɔfaeɛ                   	 ɔfaeɛ                   	0.9913
 wɔkɔe                   	 wɔkɔe                   	0.6595
 nnɔnnsia                	 nnɔnnsia                	0.6531
 HWANG                   	 HWANG                   	0.9667
 Afism                   	 Afism                   	0.8278
 Via                     	 Via                     	0.5818
 ɔbɛpamo                 	 ɔbɛpamo                 	0.7820
 ɔmmɛhyira               	 ɔmmɛhyira               	0.8045
 Distanɔe                	 Distanɔe                	0.2869
 aɔɔording               	 aɔɔording               	0.4920
 BILLINGS                	 BILLINGS                	0.1843
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 Yadin                   	 Yadin                   	0.9839
 hwɛ                     	 hwɛ                     	0.7477
 ɔkannifo                	 ɔkannifo                	0.9728
 Metua                   	 Metua                   	0.6943
 Okuaa.                  	 Okuaa.                  	0.9404
 Loesɔher                	 Loesɔher                	0.9954
 frɔmfrɔm.               	 frɔmfrɔm.               	0.7015
 nkyenhahan              	 nkyenhanen              	0.1223
 miɔrowave               	 miɔruwase               	0.2366
 Tarsis                  	 Tarsis                  	0.9722
 wira?                   	 wira?                   	0.4588
 woduaduaa               	 woduaduaa               	0.7949
 Muntwitwa               	 Muntwitwa               	0.5669
 monnie.                 	 monnie.                 	0.4556
 ɛhyɛɛ                   	 ɛhyɛɛ                   	0.9977
 Blaɔkburn               	 Btaɔkburo               	0.2233
 Wprost                  	 Wprost                  	0.9004
 asakrasakra             	 asakrasakra             	0.3390
 hɔ                      	 hɔ                      	0.9973
 kɛntɛnnwene             	 kɛntɛnnwene             	0.3015
 hwehwɛbea               	 hwehwɛbea               	0.8885
 yɛawatriw               	 yɛawatriw               	0.3919
 Bologna                 	 Bologna                 	0.7340
 Helafoɔ                 	 Helafoɔ                 	0.9985
 anikyeɛ!                	 anikyeɛ!                	0.9669
 Ehua                    	 Ehua                    	0.3765
 Mannu                   	 Mannu                   	0.5165
 rehwɛ.                  	 rehwɛ.                  	0.5582
 kabea                   	 kabea                   	0.7394
 Yɛwoo                   	 Yɛwoo                   	0.7384
 ELUL                    	 ELUL                    	0.9824
 koankorɔ                	 koankorɔ                	0.9941
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 Wɔremfiri               	 Wɔremfiri               	0.4772
 Referenɔes              	 Referenɔes              	0.4997
 wokopuee                	 wokopuee                	0.8437
 epie                    	 epie                    	0.8955
 ɔkasafoɔ                	 ɔkasafoɔ                	0.6132
 oguannam                	 oguanmam                	0.2794
 ɔkoto                   	 ɔkoto                   	0.8041
 akokoaa                 	 akokoaa                 	0.8050
 ɛbue                    	 ɛbue                    	0.7751
 nnwomtoɔ                	 nnwomtoɔ                	0.9156
 susui                   	 susui                   	0.9025
 bien                    	 bien                    	0.5433
 yɛkyekyɛm               	 yɛkyekyɛm               	0.5644
 ɔhene                   	 ɔhene                   	0.9911
 moaba                   	 moaba                   	0.9703
 Yɛabue                  	 Yɛabue                  	0.4856
 ɔnkyekyere              	 ankyekyeee              	0.0485
 ype                     	 ype                     	0.9456
 ANIDASO                 	 ANIDASO                 	0.5173
 wonhwɛɛ                 	 wonhwɛɛ                 	0.5096
 Asennibea               	 Asernibeoa              	0.0676
 okurakura               	 okurakura               	0.4202
 Wobɛwo                  	 Wobɛwo                  	0.3633
 NHUMU                   	 NHUMU                   	0.8796
 Merɔier                 	 Merɔier                 	0.9425
 Alamy                   	 Alamy                   	0.9889
 Into                    	 Into                    	0.8563
 Seismologiɔal           	 Geamniogiɔat            	0.0288
 MɔDougall               	 MɔDougall               	0.6050
 Yenkura                 	 Yenkura                 	0.6708
 ɔrete                   	 ɔrete                   	0.6625
 puee                    	 puee                    	0.9574
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 rekda                   	 rekda                   	0.9356
 Nkyerɛɛ                 	 Nkyerɛɛ                 	0.9805
 yrehwehw                	 yrehwehw                	0.3221
 Bibles                  	 Bibles                  	0.6951
 FRANKAAKYIA             	 TRANEAMETiA             	0.0015
 wɔmmɛsom                	 wɔmmɛsom                	0.5411
 AWAREGU                 	 AWAREGU                 	0.8289
 Isidore                 	 Isidore                 	0.9650
 Pung                    	 Pung                    	0.9803
 yɛantan                 	 yɛatan                  	0.1553
 yepuei                  	 yepuei                  	0.7720
 ɔsoɔmmerɛfo             	 ɔsoɔmmerɛfo             	0.5539
 ɔnnsa                   	 ɔnnsa                   	0.9891
 ..                      	 ..                      	0.8616
 Yɛtrae                  	 Yɛtrae                  	0.7065
 nwa                     	 nwa                     	0.9997
 ɛKɔɔ                    	 ɛKɔɔ                    	0.9736
 maɔhuɔa                 	 maɔhuɔa                 	0.8943
 wususuwii               	 wususuwii               	0.4642
 mansini.                	 mansini.                	0.8319
 REMA                    	 REMA                    	0.9360
 koogyan                 	 koegyan                 	0.7053
 wasen                   	 wasen                   	0.9892
 dasuo                   	 dasuo                   	0.3777
 mone                    	 mone                    	0.9957
 Tweasin                 	 Tweasin                 	0.6624
 Apae                    	 Apae                    	0.9971
 akwantufo               	 akwantufo               	0.4376
 WOYIYI                  	 WOYIYI                  	0.8090
 abusuafoɔ.              	 abusuafoɔ.              	0.1887
 Hymes                   	 Hymez                   	0.5217
 nkɔtɔdwe                	 nkɔtɔdwe                	0.8021
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 Ann                     	 Ann                     	0.9981
 wofow                   	 wofow                   	0.9380
 Disan.                  	 Disan.                  	0.8072
 Nokware                 	 Nokware                 	0.6064
 akɔhyɛn                 	 akɔhyɛn                 	0.4710
 twaeɛ                   	 twaeɛ                   	0.2683
 Giovanni                	 Giovanni                	0.8942
 Arizpe                  	 Arizpe                  	0.5577
 Spur                    	 Spur                    	0.3797
 nkonyaa                 	 nkonyaa                 	0.7221
 Kadmonifoɔ              	 Kadeenifoɔ              	0.0564
 gyegyeegyeyɛ.           	 gyegyeegyeyɛ.           	0.9048
 Ntummoa                 	 Ntummoa                 	0.4545
 Anakfoɔ                 	 Anakfoɔ                 	0.8139
 Bordo                   	 Bordo                   	0.9799
 Outlines                	 Outines                 	0.7425
 huro                    	 huro                    	0.6138
 ENKOSI                  	 ENKOSI                  	0.9223
 ay                      	 ay                      	0.9845
 wansom                  	 wansom                  	0.5751
 nnipa                   	 nnipa                   	0.3075
 mennka                  	 mennka                  	0.9941
 Duabo                   	 Duabo                   	0.5198
 ɔhwehwɛ                 	 ɔhwehwɛ                 	0.5065
 nohoa                   	 nohoa                   	0.5087
 Pursue                  	 Pursue                  	0.9793
 wɔtɔe                   	 wɔtɔe                   	0.9859
 Australiafo             	 Australiafo             	0.8729
 ɔkɔyɛɛ                  	 ɔkɔsɛɛ                  	0.6617
 b                       	 b                       	0.9996
 Atwitware               	 Atwitware               	0.4979
 kyeww.                  	 kyeww.                  	0.7029
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 Wɔntwe                  	 Wɔntwe                  	0.6017
 Prostak                 	 Prostak                 	0.6876
 Boaboa                  	 Boaboa                  	0.5994
 abotan                  	 abotan                  	0.9869
 atiefo                  	 atiefo                  	0.5475
 merentena               	 merentena               	0.7542
 asɔn                    	 asɔn                    	0.9856
 nkyea.                  	 nkyea.                  	0.6353
 brɛ?                    	 brɛ?                    	0.5908
 ONLINE                  	 ONLINE                  	0.4128
 abereɛ                  	 abereɛ                  	0.9540
 Raama                   	 Raama                   	0.7915
 Answers                 	 Answers                 	0.8317
 ntotoe                  	 ntotoe                  	0.9429
 toɔ.                    	 toɔ.                    	0.9841
 Behaviors               	 Behaviors               	0.5644
 anokwa                  	 anokwa                  	0.3822
 wɔfae                   	 wɔfae                   	0.8011
 wokunkumm               	 wokunkumm               	0.5598
 hemmea                  	 hemmea                  	0.3646
 Awiaberɛ                	 Awiaberɛ                	0.8825
 monnsene                	 monnsene                	0.9594
 momonotofoɔ             	 momonotofoɔ             	0.1652
 Mɛyɛ                    	 Mɛyɛ                    	0.5795
 yɛrekɔpɛ                	 yɛrekɔeɛ                	0.5034
 Yɛatintim               	 Yɛatintim               	0.3112
 Onyinsɛnee              	 Onyinsɛnee              	0.5147
 wankɔ                   	 wankɔ                   	0.4886
 bepirim                 	 bepirim                 	0.2210
 addressee.              	 addressee.              	0.8613
 wusuro                  	 wusuro                  	0.6625
 samarium                	 samarium                	0.5196
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 wɔbisabisa              	 wɔbisabisa              	0.4777
 nkokwawee               	 nkokwawee               	0.9160
 awiporowbea             	 awiporosbea             	0.4672
 Santomase               	 Santomase               	0.4599
 Abdeen                  	 Abdeen                  	0.9924
 hɔfoɔ                   	 hɔfoɔ                   	0.9768
 hwamhwam                	 hwamhwam                	0.7432
 ohunu                   	 ohunu                   	0.5878
 Waldron                 	 Waldron                 	0.9329
 h.....                  	 h.....                  	0.3341
 ntokuatow               	 ntokuatow               	0.9181
 kotwekotwekotwe         	 kotwekotwekotwe         	0.6137
 pent                    	 pent                    	0.7614
 guasodeyɛ               	 guasodeyɛ               	0.6217
 weweree                 	 weweree                 	0.8761
 Were                    	 Were                    	0.8791
 Estela                  	 Estela                  	0.6545
 abɛn                    	 abɛn                    	0.9615
 wɔankyekye              	 wɔankyekye              	0.2447
 outputself              	 outputeeif              	0.3786
 Yɛkamfo                 	 Yɛkamfo                 	0.6056
 mankɔ                   	 mankɔ                   	0.9091
 fawohodie               	 fawohodie               	0.6009
 ATOSɛM                  	 ATOSɛM                  	0.7954
 SEFWI                   	 SEFWI                   	0.9642
 Ahafo                   	 Ahafo                   	0.9352
 Lug                     	 Lug                     	0.9931
 ɛassa                   	 ɛassa                   	0.9989
 Mandelstam              	 Mandelstam              	0.2563
 akwahosan               	 akwahosan               	0.6899
 amia                    	 amia                    	0.9341
 Esua                    	 Esua                    	0.8466
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 aguanfo                 	 aguanfo                 	0.7723
 wɔrennyaw               	 wɔrennyaw               	0.1562
 bboa                    	 bboa                    	0.9988
 Odwowtwafo              	 Odwowtwafo              	0.2314
 Kaduna                  	 Kaduna                  	0.6380
 Imri                    	 Imri                    	0.5178
 yiye                    	 yiye                    	0.7936
 mikowuraa               	 mikowuraa               	0.5469
 ɔbaako                  	 ɔbaako                  	0.3788
 anwiinwiifoɔ            	 aneiinwofoɔ             	0.0021
 nkyerɛkyerɛ             	 nkyerɛkyerɛ             	0.4568
 nso                     	 nso                     	0.9815
 Vazquez                 	 Vazquez                 	0.7780
 Aveda                   	 Aveda                   	0.4574
 Swazi                   	 Swazi                   	0.9887
 aniwudeɛ                	 aniwudeɛ                	0.8592
 Wokyinkyinii            	 Wokyinkyinii            	0.6918
 bogya                   	 bogya                   	0.2699
 ntoboase                	 ntoboase                	0.2893
 wahyia                  	 wahyia                  	0.7246
 nnyentia                	 nnyentia                	0.9608
 Italiano                	 Italiano                	0.5537
 LEZHNINA                	 LEZMNINA                	0.0695
 Kasakoa                 	 Kasakoa                 	0.3642
 De                      	 De                      	0.7956
 Mmane                   	 Mmane                   	0.9962
 awerɛw                  	 awerɛw                  	0.6676
 Matenai                 	 Matenai                 	0.9666
 Printing                	 Printing                	0.8648
 Burgoyne                	 Burgoyne                	0.9650
 Kalispell               	 Kalispell               	0.8097
 nakwan                  	 nakwan                  	0.7983
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 akukudamfo              	 akukudamfo              	0.4157
 animuonyam.             	 animuonyam.             	0.4333
 Dedaadaw                	 Dedaadaw                	0.3760
 anammɔnkwan             	 anammɔnkwan             	0.5386
 wɔakɔtra                	 wɔakɔtra                	0.4574
 Tarsis                  	 Tarsis                  	0.6845
 ɔonsolamentum           	 ɔonsolamentum           	0.8081
 mane                    	 mane                    	0.9115
 huntabea                	 huntabea                	0.4808
 akae                    	 akae                    	0.7005
 Saalbim                 	 Saalbim                 	0.8275
 .                       	 .                       	0.9979
 !S                      	 !S                      	0.9249
 ɔyɛeɛ                   	 ɔyɛeɛ                   	0.8746
 ɔmmɛtɔ                  	 ɔmmɛtɔ                  	0.5027
 asi                     	 asi                     	0.9991
 ofiewura                	 ofiewura                	0.7912
 deda                    	 deda                    	0.9962
 nkutahodiemu            	 nkutahodiemu            	0.2594
 ɛ.ɛ.                    	 ɛɛ.                     	0.5556
 .                       	 .                       	0.9670
 ɔmpu                    	 ɔmpu                    	0.9013
 Wusisi                  	 Wusisi                  	0.9974
 Sibasa                  	 Sibasa                  	0.8906
 wɔbɛyɛɛ                 	 wɔbɛyɛɛ                 	0.2893
 nkokyinkyin             	 nkokyinkyin             	0.5610
 wommpue                 	 wommpue                 	0.4323
 Kaldea.                 	 Kaldea.                 	0.1710
 nkodu                   	 nkodu                   	0.9610
 worensosɔ               	 worensosɔ               	0.6921
 Siege                   	 Siege                   	0.9999
 ɛbɛtra                  	 ɛbɛtra                  	0.3533
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 mehwanyan               	 mdhwanyan               	0.0443
 mɛsua                   	 mɛsua                   	0.9719
 Bunkam                  	 Bunkam                  	0.8193
 nsakrae                 	 nsakrae                 	0.2022
 SEIR                    	 SEIR                    	0.9917
 kɔ!                     	 kɔ!                     	0.9003
 yeguguu                 	 yeguguu                 	0.8731
 ɔontextual              	 ɔontextual              	0.2525
 rennwiinwii             	 rennwiinwii             	0.7336
 monsɔ                   	 monsɔ                   	0.5155
 Hinom                   	 Hinom                   	0.7234
 wannome                 	 wannome                 	0.7133
 asase.                  	 asase.                  	0.9882
 Pou                     	 Pou                     	0.9667
 Hwenemusie              	 Hwenemusie              	0.4311
 Nhoahoa                 	 Nhoahoa                 	0.2746
 nyinsɛnyigu             	 nyinsɛnyigu             	0.9426
 woaboa                  	 woaboa                  	0.5464
 aperenkensema           	 arerenkensema           	0.6317
 Salu                    	 Salu                    	0.7721
 breki                   	 breki                   	0.5330
 moaka                   	 moaka                   	0.5498
 amudie                  	 amudie                  	0.6190
 Betgilgal               	 Betgilgal               	0.6459
 Babel                   	 Babel                   	0.8774
 hyerɛnfo                	 hyerɛnfo                	0.7549
 Mfaso                   	 Mfaso                   	0.4800
 Akorafo                 	 Akorafo                 	0.9118
 Bossi                   	 Bossi                   	0.9997
 wɔbɛteɛ?                	 wɔbɛteɛ?                	0.9133
 euphemism               	 euphemiam               	0.0610
 Ortodokfo               	 Ortodokfo               	0.5086
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 wɔkyere                 	 wɔkyere                 	0.8745
 nsamub                  	 nsamub                  	0.6497
 man                     	 man                     	0.9780
 Vende                   	 Vende                   	0.9942
 dɛbɔ                    	 dɛbɔ                    	0.9872
 Kamel                   	 Kamel                   	0.9457
 Helkat                  	 Helkat                  	0.4931
 ten!                    	 ten!                    	0.9899
 wɔbisaa                 	 wɔbisaa                 	0.6317
 metoa                   	 metoa                   	0.5053
 wɔbɛnee                 	 wɔbɛnee                 	0.7578
 Distanɔe                	 Distanɔe                	0.6262
 Kidd                    	 Kidd                    	0.6684
 Gerber                  	 Gerber                  	0.9579
 Miesɔher                	 Miesɔher                	0.5133
 ntakramoa               	 ntakramoa               	0.6009
 overt                   	 overt                   	0.9959
 wosua.                  	 wosua.                  	0.8105
 anofanu                 	 anofanu                 	0.8016
 nokotwa                 	 nokotwa                 	0.9388
 .                       	 .                       	0.9931
 Twi.                    	 Twi.                    	0.9580
 guaɔamole               	 guaɔamole               	0.5284
 ɔWɔ                     	 ɔWɔ                     	0.9528
 ɛoɔelyn                 	 ɛoɔelyn                 	0.9960
 yeyɛɛ                   	 yeyɛɛ                   	0.9691
 asukyene                	 asukyene                	0.6778
 biology                 	 biology                 	0.5712
 ɔkyɛm                   	 ɔkyɛm                   	0.8844
 A.Y.                    	 A.Y.                    	0.4570
 yɛreyera!               	 yɛreyera!               	0.8656
 Kimono                  	 Kimono                  	0.5963
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 Grimm                   	 Grinm                   	0.5450
 ed.Leuven               	 ed.Leuven               	0.5316
 ahina                   	 ahina                   	0.6078
 asieeɛ.                 	 asieeɛ.                 	0.7037
 osuani.                 	 osuani.                 	0.8763
 entia                   	 entia                   	0.8704
 yɛhwɛe                  	 yɛhwɛe                  	0.6232
 ahoɔfɛdua               	 ahoɔfɛdua               	0.9319
 aba.                    	 aba.                    	0.7896
 b                       	 b                       	0.9964
 Mr                      	 Mr                      	0.9993
 Yɛabɔ                   	 Yɛabɔ                   	0.9666
 ɔgyee                   	 ɔgyee                   	0.9561
 HYIRAA                  	 HYIRAA                  	0.8397
 Wokɔdu                  	 Wokɔdu                  	0.9612
 batakari.               	 batakari.               	0.6057
 relativism              	 relativism              	0.8926
 hyɛnnua                 	 hyɛnnua                 	0.8474
 au                      	 au                      	0.7118
 Delila.                 	 Delila.                 	0.4032
 wɔrete                  	 wɔrete                  	0.6568
 adwene.                 	 adwene.                 	0.4988
 Kurotwiamansa           	 Kurotwiamansa           	0.4974
 Darwinfo                	 Darwinfo                	0.9464
 AHINANAN                	 AHINANAN                	0.6616
 mmɔho                   	 mmɔho                   	0.7727
 Komotin                 	 Komotin                 	0.9659
 Patris                  	 Patris                  	0.7940
 ɛkabom                  	 ɛkabom                  	0.8051
 wɔkasasu                	 wɔkasasu                	0.2741
 BOSOM                   	 BOSOM                   	0.9216
 mansini.                	 mansini.                	0.5461
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 wɔnnidi                 	 wɔnnidi                 	0.6887
 Medwennwenee            	 Medwennwenee            	0.4521
 Erap                    	 Erap                    	0.5218
 Konyak                  	 Konyak                  	0.6121
 Hasidfo                 	 Hasidfo                 	0.6868
 sunsuanee               	 sunsuanee               	0.7233
 PAPUA                   	 PAPUA                   	0.5279
 yɛkɔtraa                	 yɛkɔtraa                	0.3812
 ɛnhwehwɛɛ               	 ɛnhwehwɛɛ               	0.7921
 .                       	 .                       	0.9430
 makɔkyerɛw              	 makɔkyerɛw              	0.3654
 Wɔbɛtete                	 Wɔbɛtete                	0.5465
 munnnidi                	 munnnidi                	0.5203
 Wylen                   	 Wylen                   	0.1902
 nnuanom                 	 nnuanom                 	0.5008
 Mintumi                 	 Mintumi                 	0.9818
 ahenkwaa                	 ahenkwaa                	0.6868
 ɔrebɛsaw                	 ɔrebɛsaw                	0.4835
 Yɛhia                   	 Yɛhia                   	0.7103
 ɛba                     	 ɛba                     	0.9994
 khy                     	 khy                     	0.9960
 okuraa                  	 okuraa                  	0.9068
 ahohoahoadeɛ            	 anohoahoadeɛ            	0.1494
 wanguan                 	 wanguan                 	0.9693
 Yrehw                   	 Yrehw                   	0.8276
 ɛupira                  	 ɛupira                  	0.9590
 Mahalat                 	 Mahalat                 	0.3965
 Panayotis               	 Fanayotia               	0.0684
 twaka                   	 twaka                   	0.6277
 .                       	 .                       	0.7926
 Ntorowa                 	 Ntorowa                 	0.7396
 ɔdaban                  	 ɔdaban                  	0.6806
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 sesa.                   	 sesa.                   	0.9976
 Edmond                  	 Edmond                  	0.6431
 Duban                   	 Duban                   	0.6891
 ɛteɛm                   	 ɛteɛm                   	0.5429
 Tiefoɔ                  	 Tiefoɔ                  	0.9726
 ARA                     	 ARA                     	0.9917
 b.                      	 b.                      	0.9405
 asɛnsin                 	 asɛnsin                 	0.9943
 Spainfo                 	 Spaimfo                 	0.3994
 Yesu.                   	 Yesu.                   	0.8312
 ɛrekunkum               	 ɛrekunkum               	0.8427
 Mail                    	 Mail                    	0.8593
 ntwamu                  	 ntwamu                  	0.9756
 botnets                 	 botnets                 	0.7047
 werɛ                    	 werɛ                    	0.7270
 ɔrenteɛteɛm             	 ɔrenteɛteɛm             	0.5576
 ɛbɛdii                  	 ɛbɛdii                  	0.9084
 Omar                    	 Omar                    	0.9752
 Wosom                   	 Wosom                   	0.8981
 yɛɛ                     	 yɛɛ                     	0.5360
 tia                     	 tia                     	0.5708
 nkotokuo                	 nkotokuo                	0.9834
 ɛne                     	 ɛne                     	0.8869
 Nantwie                 	 Nantwie                 	0.8927
 Dorothea                	 Dorothea                	0.5622
 mumfi                   	 mumfi                   	0.4797
 Mesiafo                 	 Mesiafo                 	0.9334
 uat                     	 uat                     	0.6379
 dunson                  	 dunson                  	0.9908
 ateateaa.               	 ateateaa.               	0.7873
 Mensuro                 	 Mensuro                 	0.6381
 Wɔnhyɛ                  	 Wɔnhyɛ                  	0.6010
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 b                       	 b                       	0.9986
 kogyigyee               	 kogyigyee               	0.7495
 teɛ                     	 teɛ                     	0.9150
 wɔnni                   	 wɔnni                   	0.7451
 Angeles.                	 Angeles.                	0.6673
 nsom!                   	 nsom!                   	0.9560
 Peoria                  	 Peoria                  	0.7960
 Wɔbɛpaw                 	 Wɔbɛpaw                 	0.5700
 Adwenharefo             	 Adwenharefo             	0.3542
 Syriafo                 	 Syriafo                 	0.5715
 Aban                    	 Aban                    	0.4266
 fugitivus               	 fugitivus               	0.4996
 Ananmu                  	 Ananmu                  	0.7032
 nhwee                   	 nhwee                   	0.9576
 mexiɔanas               	 mexiɔanas               	0.9852
 oguamtrani              	 oguamtrani              	0.4290
 retu                    	 retu                    	0.5760
 akitegya                	 akitegya                	0.5828
 ahosakra                	 ahosakra                	0.7649
 pɛyɛfoɔ                 	 pɛyɛfoɔ                 	0.8367
 Kɔhyɛɛ                  	 Kɔhyɛɛ                  	0.8517
 Mafa                    	 Mafa                    	0.7956
 wɔntrɛw                 	 wɔntrɛw                 	0.5759
 miɔro                   	 miɔro                   	0.9526
 mpapadan                	 mpapadan                	0.4983
 Banɔroft                	 Banɔroft                	0.7308
 Sharqi                  	 Shargi                  	0.6062
 WOTINTIM                	 WOTINTIM                	0.3187
 wɔkaa                   	 wɔkaa                   	0.3516
 Koraa                   	 Koraa                   	0.3530
 Egyee                   	 Egyee                   	0.5373
 Timmɔbɔ                 	 Timmɔbɔ                 	0.2626
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 ofiewura                	 ofiewura                	0.6913
 Gregorio                	 Gregorio                	0.4416
 adaeɛ                   	 adaeɛ                   	0.8251
 abɛn                    	 abɛn                    	0.6250
 puruw                   	 puruw                   	0.5413
 Krzok                   	 Krzok                   	0.9979
 Askenas                 	 Askenas                 	0.5640
 MPOW                    	 MPOW                    	0.9628
 monse                   	 monse                   	0.9592
 wubegye                 	 wubegye                 	0.3230
 K                       	 K                       	0.9992
 Mɛkyekyɛ                	 Mɛkyekyɛ                	0.8509
 toga                    	 toga                    	0.9960
